# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  -i ../Mcavernosa.proteins.fasta --output Mcavernosa_euk -d euk --usemem --cpu 60
# time: Tue Jul 10 03:58:24 2018
#query_name	COG cat	eggNOG annot
Mcavernosa05176	P	Solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2
Mcavernosa05179	K	enhancer of polycomb homolog
Mcavernosa05180	U	vacuolar protein sorting 41 homolog (S. cerevisiae)
Mcavernosa05191	S	NA
Mcavernosa05182	K	dna-directed RNA polymerase
Mcavernosa05184	K	SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)
Mcavernosa05181	K	dna-directed RNA polymerase
Mcavernosa05187	I, Q	3-oxoacyl- acyl-carrier-protein -synthase
Mcavernosa05190	S	Hydra magnipapillata
Mcavernosa05185	P	solute carrier family 39 (zinc transporter), member
Mcavernosa05183	D	SAP domain containing ribonucleoprotein
Mcavernosa05194	L	Inherit from KOG: Retrotransposon protein
Mcavernosa05199	T	Integrin-linked kinase-associated serine threonine phosphatase
Mcavernosa05201	S	Predicted ATPase of the ABC class
Mcavernosa05197	L	Ligase III, DNA, ATP-dependent
Mcavernosa05214	J	ribosomal protein l9
Mcavernosa05220	U	armadillo repeat containing 3
Mcavernosa05215	S	Coiled-coil domain containing 150
Mcavernosa05213	C	Solute carrier family 25 member
Mcavernosa05212	S	von Willebrand factor A domain containing
Mcavernosa05226	S	DDB1 and CUL4 associated factor 10
Mcavernosa05229	G	Udp-glucose 6-dehydrogenase
Mcavernosa05224	K	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor
Mcavernosa05232	T	Cell adhesion molecule
Mcavernosa05231	S	KAZAL
Mcavernosa05217	U	armadillo repeat containing 3
Mcavernosa05223	S	espin-like
Mcavernosa05218	U	armadillo repeat containing 3
Mcavernosa05227	S	KAZAL
Mcavernosa05230	S	KAZAL
Mcavernosa05233	S	KAZAL
Mcavernosa05237	T	calmodulin
Mcavernosa05234	T	Cell adhesion molecule
Mcavernosa05249	T	Phosphodiesterase
Mcavernosa05247	J	Ribosomal protein
Mcavernosa05260	G	solute carrier family 22
Mcavernosa05253	M, O, W	Thyroglobulin type-1 repeat
Mcavernosa05251	M, O, W	Thyroglobulin type-1 repeat
Mcavernosa05245	O, T	protein phosphatase 1, regulatory subunit
Mcavernosa05259	K	homeobox
Mcavernosa05248	T	pleckstrin homology domain containing, family M (with RUN domain) member 1
Mcavernosa05269	T	casein kinase 1
Mcavernosa05263	O	ligand of numb-protein X 2
Mcavernosa05268	S	Folate receptor family
Mcavernosa05265	E	Dehydrogenase
Mcavernosa05273	U	Vesicle-associated membrane protein
Mcavernosa05276	K	Calmodulin binding transcription activator
Mcavernosa05275	K	Calmodulin binding transcription activator
Mcavernosa05272	O	ATPase family, AAA
Mcavernosa05266	G	asparagine-linked glycosylation 3, alpha-1,3- mannosyltransferase homolog (S. cerevisiae)
Mcavernosa05262	T	Phosphodiesterase 6D, cGMP-specific, rod, delta
Mcavernosa05264	O	DnaJ (Hsp40) homolog, subfamily C, member 11
Mcavernosa05277	K	forkhead
Mcavernosa05279	S	LicD family
Mcavernosa05287	A	Helicase with zinc finger
Mcavernosa05285	A	Helicase with zinc finger
Mcavernosa05284	A	Helicase with zinc finger
Mcavernosa05283	A	Helicase with zinc finger
Mcavernosa05291	K	cyclin C
Mcavernosa05294	K	forkhead box
Mcavernosa05295	S	kiaa2026
Mcavernosa05292	S	NA
Mcavernosa05293	J	DPH2 homolog (S. cerevisiae)
Mcavernosa05309	K	Suppressor of Ty 5 homolog (S. cerevisiae)
Mcavernosa05304	W	Catenin (Cadherin-associated protein)
Mcavernosa05296	B	bromodomain adjacent to zinc finger domain
Mcavernosa05300	W	Catenin (Cadherin-associated protein)
Mcavernosa05302	B, K	ash2 (absent, small, or homeotic)-like (Drosophila)
Mcavernosa05307	Q	WD repeat domain 4
Mcavernosa05311	D	Baculoviral IAP repeat containing
Mcavernosa05318	T	Pentaxin family
Mcavernosa05312	G	chitobiase, di-N-acetyl
Mcavernosa05319	T	Pentaxin family
Mcavernosa05329	T, V	Lectin C-type domain
Mcavernosa05328	L	Inherit from COG: Retrotransposon protein
Mcavernosa05333	S	NA
Mcavernosa05330	S	bardet-biedl syndrome 9
Mcavernosa05331	V, W	BMP binding endothelial regulator
Mcavernosa05335	K	Nuclear receptor subfamily 2, group E, member 3
Mcavernosa05340	U	unconventional SNARE in the ER 1 homolog (S. cerevisiae)
Mcavernosa05336	B	Zinc finger, ZZ type
Mcavernosa05341	F	uridine kinase
Mcavernosa05353	S	carboxyl methyltransferase
Mcavernosa05343	U	CAS1 domain containing 1
Mcavernosa05345	S	Bacterial protein of unknown function (DUF885)
Mcavernosa05350	S	carboxyl methyltransferase
Mcavernosa05344	U	CAS1 domain containing 1
Mcavernosa05359	T	Toll-like receptor 2
Mcavernosa05357	T	Neural cell adhesion molecule 1
Mcavernosa05354	T	Islet cell autoantigen
Mcavernosa05358	H	Methylenetetrahydrofolate dehydrogenase (NADP dependent)
Mcavernosa05377	T	CDC42 binding protein kinase gamma (DMPK-like)
Mcavernosa05380	S	NA
Mcavernosa05368	Z	heavy chain
Mcavernosa05366	Z	dynein, axonemal, heavy chain 14
Mcavernosa05381	M, V	leishmanolysin-like (metallopeptidase M8 family)
Mcavernosa05367	Z	dynein, axonemal, heavy chain 14
Mcavernosa05384	O	Prefoldin subunit 1
Mcavernosa05385	T	retinoschisin 1
Mcavernosa05386	S	Family with sequence similarity 185, member A
Mcavernosa05389	I	phospholipase A2 group
Mcavernosa05388	I	phospholipase A2 group
Mcavernosa05383	K	Histone methyltransferase that specifically trimethylates 'Lys-4' of histone H3 during meiotic prophase and is essential for proper meiotic progression. Does not have the ability to mono- and dimethylate 'Lys-4' of histone H3. H3 'Lys-4' methylation represents a specific tag for epigenetic transcriptional activation. Plays a central role in the transcriptional activation of genes during early meiotic prophase
Mcavernosa05399	S	coiled-coil domain containing 34
Mcavernosa05397	T	bcl-2-related
Mcavernosa05402	S	Loss of heterozygosity, 12, chromosomal region 1
Mcavernosa05401	Z	myosin regulatory light chain interacting protein
Mcavernosa05398	S	Transmembrane protein 19
Mcavernosa05394	A	CUGBP, Elav-like family member
Mcavernosa05400	Q	Oral cancer overexpressed 1
Mcavernosa05403	A	cleavage stimulation factor, 3 pre-RNA, subunit 3, 77kDa
Mcavernosa05404	O, P	glutamate carboxypeptidase
Mcavernosa05410	S	phosphatase domain containing, paladin 1
Mcavernosa05412	S	phosphatase domain containing, paladin 1
Mcavernosa05409	B	Histone acetyltransferase
Mcavernosa05406	S	coiled-coil domain containing 53
Mcavernosa05408	T	bcl2-like 1
Mcavernosa05417	P	Solute carrier family 6
Mcavernosa05421	P	solute carrier family 6 (neurotransmitter transporter)
Mcavernosa05422	P	Solute carrier family 6
Mcavernosa05420	P	Solute carrier family 6
Mcavernosa05414	P	solute carrier family 6 (neurotransmitter transporter)
Mcavernosa05419	P	solute carrier family 6 (neurotransmitter transporter)
Mcavernosa05416	P	Solute carrier family 6
Mcavernosa05423	T	receptor
Mcavernosa05433	B, T	jumonji domain containing 6
Mcavernosa05426	O	astacin-like metalloendopeptidase (M12 family)
Mcavernosa05425	O	astacin-like metalloendopeptidase (M12 family)
Mcavernosa05432	L	mutS homolog 4 (E. coli)
Mcavernosa05429	S	tetratricopeptide repeat domain 34
Mcavernosa05430	S	tetratricopeptide repeat domain 34
Mcavernosa05427	T	Gamma-aminobutyric acid (GABA) B receptor
Mcavernosa05439	S	NA
Mcavernosa05437	S	NA
Mcavernosa05443	T	erythrocyte membrane protein band 4.1-like
Mcavernosa05444	T	Carboxylesterase
Mcavernosa05446	L	Ataxia telangiectasia and rad3 related
Mcavernosa05448	L	Ataxia telangiectasia and rad3 related
Mcavernosa05450	L	Ataxia telangiectasia and rad3 related
Mcavernosa05447	L	Ataxia telangiectasia and rad3 related
Mcavernosa05442	S	NA
Mcavernosa05441	S	NA
Mcavernosa05449	L	Ataxia telangiectasia and rad3 related
Mcavernosa05458	S	EF-hand calcium binding domain 5
Mcavernosa05459	T	GTP-Binding protein
Mcavernosa05454	J	Promotes mitochondrial protein synthesis. May act as a fidelity factor of the translation reaction, by catalyzing a one- codon backward translocation of tRNAs on improperly translocated ribosomes. Binds to mitochondrial ribosomes in a GTP-dependent manner (By similarity)
Mcavernosa05455	J	Promotes mitochondrial protein synthesis. May act as a fidelity factor of the translation reaction, by catalyzing a one- codon backward translocation of tRNAs on improperly translocated ribosomes. Binds to mitochondrial ribosomes in a GTP-dependent manner (By similarity)
Mcavernosa05463	S	NA
Mcavernosa05453	Z	spindle apparatus coiled-coil protein 1
Mcavernosa05457	O, P	glutamate carboxypeptidase
Mcavernosa05460	U	RAN binding protein 2
Mcavernosa05461	S	EF-hand calcium binding domain 5
Mcavernosa05466	L	BRCA1 interacting protein C-terminal helicase 1
Mcavernosa05467	L	BRCA1 interacting protein C-terminal helicase 1
Mcavernosa05470	I	leucine rich repeat containing
Mcavernosa05476	K	t-box transcription factor
Mcavernosa05482	P	purinergic receptor P2X, ligand-gated ion channel
Mcavernosa05479	I, T	phosphatidylinositol transfer protein
Mcavernosa05483	P	purinergic receptor P2X, ligand-gated ion channel
Mcavernosa05478	K	t-box transcription factor
Mcavernosa05487	A	HEAT repeat containing 6
Mcavernosa05484	P	purinergic receptor P2X, ligand-gated ion channel
Mcavernosa05488	G	chondroitin sulfate
Mcavernosa05490	G	chondroitin sulfate
Mcavernosa05486	P	purinergic receptor P2X, ligand-gated ion channel
Mcavernosa05497	I	Peroxisomal
Mcavernosa05501	I	acyl-Coenzyme A oxidase
Mcavernosa05502	I	heparan-alpha-glucosaminide N-acetyltransferase
Mcavernosa05499	I	acyl-CoA oxidase 3, pristanoyl
Mcavernosa05492	S	Acyl-CoA thioester hydrolase/BAAT N-terminal region
Mcavernosa05494	S	NA
Mcavernosa05498	Q	peroxisomal multifunctional enzyme
Mcavernosa05491	Z	Myosin IC
Mcavernosa05495	Q	peroxisomal multifunctional enzyme
Mcavernosa05503	O	mannan-binding lectin serine peptidase 1 (C4 C2 activating component of Ra-reactive factor)
Mcavernosa05504	T, V	c-type lectin domain family
Mcavernosa05514	S	NA
Mcavernosa05513	I	heparan-alpha-glucosaminide N-acetyltransferase
Mcavernosa05507	E	Complement component 2
Mcavernosa05510	O	coagulation factor II (thrombin)
Mcavernosa05505	T, V	CUB and sushi multiple domains
Mcavernosa05508	I	heparan-alpha-glucosaminide N-acetyltransferase
Mcavernosa05506	T, V	c-type lectin domain family
Mcavernosa05520	K	Zinc finger protein
Mcavernosa05524	T	selectin E
Mcavernosa05515	T, V	c-type lectin domain family
Mcavernosa05532	T	bone morphogenetic protein
Mcavernosa05534	U, Y	nucleoporin 214kDa
Mcavernosa05529	T	Immunoglobulin domain
Mcavernosa05533	S	NA
Mcavernosa05522	T, V	CUB and sushi multiple domains
Mcavernosa05528	S	Sushi domain (SCR repeat)
Mcavernosa05526	T, V	c-type lectin domain family
Mcavernosa05523	T, V	CUB and sushi multiple domains
Mcavernosa05525	T	selectin E
Mcavernosa05539	K	LIM domain only 4
Mcavernosa05543	M	pectinacetylesterase
Mcavernosa05541	S	WD repeat-containing protein 38-like
Mcavernosa05540	M	Ankyrin Repeat Protein
Mcavernosa05537	T	bone morphogenetic protein
Mcavernosa05538	T	bone morphogenetic protein
Mcavernosa05550	T	Melatonin receptor
Mcavernosa05549	T	G- protein-coupled receptor
Mcavernosa05548	S	chromosome 9 open reading frame 172
Mcavernosa05552	S	pentraxin 4, long
Mcavernosa05546	T	down syndrome cell adhesion molecule
Mcavernosa05551	S	Pentaxin family
Mcavernosa05554	C	ATP synthase mitochondrial F1 complex assembly factor
Mcavernosa05562	S	Nitric oxide synthase interacting protein
Mcavernosa05565	S	Dermatopontin
Mcavernosa05564	S	NA
Mcavernosa05563	M	Transient receptor potential cation channel subfamily A member
Mcavernosa05561	I	Enoyl-CoA hydratase
Mcavernosa05568	S	tetratricopeptide repeat domain 26
Mcavernosa05572	T	leucine rich repeat containing 48
Mcavernosa05570	E	Crystallin, mu
Mcavernosa05571	E	Crystallin, mu
Mcavernosa05569	Z	protein 2 3 complex subunit
Mcavernosa05566	S	WD repeat domain
Mcavernosa05583	S	LYR motif containing 1
Mcavernosa05582	J	Hydrolyzes D-tyrosyl-tRNA(Tyr) into D-tyrosine and free tRNA(Tyr). Could be a defense mechanism against a harmful effect of D-tyrosine (By similarity)
Mcavernosa05581	K	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors
Mcavernosa05585	I, T	phosphatidylinositol transfer protein
Mcavernosa05587	S	Sushi-repeat containing protein, X-linked
Mcavernosa05586	T	HYR domain
Mcavernosa05590	U	ankyrin repeat domain 40
Mcavernosa05591	S	Sushi-repeat containing protein, X-linked
Mcavernosa05601	T	Protein tyrosine phosphatase, non-receptor type
Mcavernosa05599	U	ankyrin repeat domain 40
Mcavernosa05615	W	Intraflagellar transport 52 homolog (Chlamydomonas)
Mcavernosa05611	K	ZnF_C2H2
Mcavernosa05624	U	RAN binding protein 2
Mcavernosa05617	M	otoferlin
Mcavernosa05621	S	chromosome 18 open reading frame 8
Mcavernosa05619	M	fer-1-like 6 (C. elegans)
Mcavernosa05613	G	Palmitoyl-protein thioesterase
Mcavernosa05618	M	C2 domain
Mcavernosa05622	T	leucine rich repeat containing 9
Mcavernosa05632	S	GATS protein-like
Mcavernosa05630	A	processing of precursor 5, ribonuclease P MRP subunit (S. cerevisiae)
Mcavernosa05631	J	Shwachman-Bodian-Diamond syndrome
Mcavernosa05633	K	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors
Mcavernosa05634	J	eukaryotic translation initiation factor 4H
Mcavernosa05638	C	Flavodoxin
Mcavernosa05650	S	NA
Mcavernosa05643	S	NA
Mcavernosa05649	S	lectin, galactoside-binding, soluble, 3 binding protein
Mcavernosa05645	S	ADP-ribosylation-like factor 6 interacting protein 4
Mcavernosa05635	J	SBDS protein C-terminal domain
Mcavernosa05640	S	NA
Mcavernosa05639	S	chromosome 12 open reading frame 49
Mcavernosa05637	A	processing of precursor 5, ribonuclease P MRP subunit (S. cerevisiae)
Mcavernosa05642	S	chromosome 12 open reading frame 49
Mcavernosa05652	S	GLI pathogenesis-related 2
Mcavernosa05653	S	GLI pathogenesis-related 2
Mcavernosa05655	F, O	NME NM23 family member
Mcavernosa05654	S	GLI pathogenesis-related 2
Mcavernosa05656	T	RAS guanyl releasing protein 3 (calcium and DAG-regulated)
Mcavernosa05672	S	Cerebellar degeneration-related protein
Mcavernosa05674	J	Ribosomal protein
Mcavernosa05670	O	STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase
Mcavernosa05661	O	Cyclin-dependent kinase
Mcavernosa05659	D	Cyclin-Dependent Kinase
Mcavernosa05676	I	trimethyllysine dioxygenase
Mcavernosa05677	T	Ankyrin repeat and sterile alpha motif domain containing 4B
Mcavernosa05675	S	Chromosome 16 open reading frame 72
Mcavernosa05673	P	chloride channel
Mcavernosa05678	J	The PI(3,5)P2 regulatory complex regulates both the synthesis and turnover of phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2). Necessary for proper vacuole morphology. Plays an important role in osmotically-induced vacuole fragmentation. Required for cytoplasm to vacuole transport (Cvt) vesicle formation, pexophagy and starvation-induced autophagy. Involved in correct atg9 trafficking to the pre-autophagosomal structure. Might also be involved in premeiotic DNA replication (By similarity)
Mcavernosa05684	U	Xenotropic and polytropic retrovirus receptor 1
Mcavernosa05687	Z	Myosin heavy chain
Mcavernosa05680	J	eukaryotic peptide chain release factor gtp-binding subunit
Mcavernosa05690	T	cholinergic receptor, nicotinic
Mcavernosa05689	T	cholinergic receptor, nicotinic
Mcavernosa05688	T	cholinergic receptor, nicotinic
Mcavernosa05693	T	sidekick cell adhesion molecule 2
Mcavernosa05692	T	Cell adhesion molecule
Mcavernosa05698	S	Lipase maturation factor 1
Mcavernosa05695	U	Tweety homolog
Mcavernosa05694	T	sidekick cell adhesion molecule 2
Mcavernosa05697	I	phospholipase A2 group
Mcavernosa05699	I	Enoyl-CoA delta isomerase 1
Mcavernosa05701	S	alkB, alkylation repair homolog 5 (E. coli)
Mcavernosa05700	P, T	polycystic kidney disease 1 (autosomal dominant)
Mcavernosa05708	Z	Myosin VIIA
Mcavernosa05702	Z	Myosin VIIA
Mcavernosa05706	N	MyTH4 domain
Mcavernosa05710	T	Acetylcholine Receptor
Mcavernosa05713	S	NA
Mcavernosa05712	S	NA
Mcavernosa05711	T	G protein-coupled receptor 143
Mcavernosa05715	T	Acetylcholine Receptor
Mcavernosa05719	F	dihydropyrimidine dehydrogenase
Mcavernosa05728	A	Protein phosphatase 1 regulatory subunit 37
Mcavernosa05729	O	Ubiquitin-protein ligase
Mcavernosa05734	K	Transcription factor
Mcavernosa05731	O	Hect E3 ubiquitin ligase
Mcavernosa05736	K	Transcription factor
Mcavernosa05732	O	HECT domain containing E3 ubiquitin protein ligase 1
Mcavernosa05737	K	Transcription factor
Mcavernosa05742	Z	wiskott-Aldrich
Mcavernosa05752	T	von Willebrand factor D and EGF
Mcavernosa05745	S	NA
Mcavernosa05753	B	Histone acetyltransferase type B catalytic
Mcavernosa05755	Z	LIM and SH3 protein 1
Mcavernosa05757	T	Phosphodiesterase
Mcavernosa05750	T	Chimerin
Mcavernosa05764	K	Zinc finger protein 862
Mcavernosa05761	D	conserved hypothetical protein
Mcavernosa05763	S	NA
Mcavernosa05758	S	NA
Mcavernosa05769	S	NA
Mcavernosa05770	S	NA
Mcavernosa05781	T	Calcium-binding EGF domain
Mcavernosa05773	S	NA
Mcavernosa05772	S	Protein of unknown function (DUF640)
Mcavernosa05782	O	Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner (By similarity)
Mcavernosa05780	Z	Required for presynaptic maturation, has a role in axonal transport of dense-core vesicles carrying synaptic vesicle precursors, components required for the morphological transformation of axonal growth cones to mature boutons
Mcavernosa05783	U	GTPase activating protein and VPS9 domains 1
Mcavernosa05785	U	GTPase activating protein and VPS9 domains 1
Mcavernosa05786	S	poly (ADP-ribose) polymerase family, member 12
Mcavernosa05792	A	Dead deah box helicase
Mcavernosa05790	A	Dead deah box helicase
Mcavernosa05800	P	Ion channel
Mcavernosa05794	E	bleomycin hydrolase
Mcavernosa05803	K	zinc finger and BTB domain containing 49
Mcavernosa05806	P, T	Calcium channel, voltage-dependent, alpha 2 delta subunit
Mcavernosa05814	Q	cytochrome P450, family 1, subfamily
Mcavernosa05809	O	mindbomb E3 ubiquitin protein ligase 1
Mcavernosa05808	T	syndecan binding protein (syntenin)
Mcavernosa05813	S	ankyrin repeat
Mcavernosa05810	T	Discs, large (Drosophila) homolog-associated protein
Mcavernosa05811	O	Mib_herc2
Mcavernosa05807	Z	protection of telomeres 1 homolog (S. pombe)
Mcavernosa05823	K	GDP-D-glucose phosphorylase 1
Mcavernosa05816	A	DEAD (Asp-Glu-Ala-Asp) box polypeptide
Mcavernosa05820	O	astacin-like metalloendopeptidase (M12 family)
